Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot
10713,1,14180,53.0,E,2,9,1,2,0,2
10730,1,14180,53.0,E,2,9,1,2,0,2
10749,1,16410,53.0,E,2,9,1,2,0,2
10840,1,15284,53.0,E,2,9,1,2,0,2
10853,1,5130,53.0,E,2,9,1,2,0,2
10875,1,15284,53.0,E,2,9,1,2,0,2
10909,1,28724,53.0,E,2,9,1,2,0,2
