Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot,pids-plps,isi,plsmode-plsvalue,prov,MuxURL
4160,1,16325,46.1,E,2,9,1,2,2,2,"{4051,1}",-1,"{0,0}",Azam Digital,https://www.lyngsat.com/muxes/Azerspace-1_Africa-and-Europe_4160-V.html
4180,1,16325,46.1,E,2,9,1,2,2,2,"{4052,1}",-1,"{0,0}",Azam Digital,https://www.lyngsat.com/muxes/Azerspace-1_Africa-and-Europe_4180-V.html
