Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot,pids-plps,isi,prov,MuxURL
3732,2,40410,8.1,W,2,9,1,1,2,0,"{4097,0;4099,2;4097,5}","171,173,174",Easy TV Côte d'Ivoire,https://www.lyngsat.com/muxes/Eutelsat-8-West-B_C_3732-L.html
