Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot,pids-plps,isi,plsmode-plsvalue,prov,MuxURL
4104,2,5574,62.1,E,2,9,1,2,2,2,"{4096,0}",-1,"{0,0}",Kenyan mux,https://www.lyngsat.com/muxes/Intelsat-39_West-hemi_4104-L.html
