Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot,pids-plps,isi,plsmode-plsvalue,prov,MuxURL
11760,0,16515,39.0,E,2,9,1,2,2,2,"{4096,0}",-1,"{1,242133}",Hellas Sat DTT mux 1,https://www.lyngsat.com/muxes/Hellas-Sat-4_Europe_11760-H.html
11779,0,16515,39.0,E,2,9,1,2,2,2,"{4096,0}",-1,"{1,242133}",Hellas Sat DTT mux 2,https://www.lyngsat.com/muxes/Hellas-Sat-4_Europe_11779-H.html
