Freq,Pol,SR,Pos,Dir,Inv,FEC,Sys,Mod,RO,Pilot,pids-plps,isi,plsmode-plsvalue,prov,MuxURL
4014,2,7325,18.1,W,2,9,1,2,3,0,"{4096,0}",-1,"{0,0}",ORTM,https://www.lyngsat.com/muxes/Intelsat-37e_Africa-and-Europe_4014-L.html
