2010,REN TVРЕН ТВ (S0),1
2020,Telekanal SpasСпас (S0),1
2030,STS (S0),1
2040,DomashniyДомашний (S0),1
2050,TV 3ТВ-3 (S0),1
2060,Pyatnitsa!Пятница! (S0),1
2070,Telekanal ZvezdaТелеканал Звезда (S0),1
2080,MirМир TV (S0),1
2090,TNTТНТ (S0),1
2100,Muz TV (S0),1
