2010,REN TV +2,1
2020,Telekanal Spas,1
2030,STS +2,1
2040,Domashniy +2,1
2050,TV 3 +2,1
2060,Pyatnitsa! +2,1
2070,Telekanal Zvezda +2,1
2080,Mir +2,1
2090,TNT +2,1
2100,Muz TV +2,1
