1100,Oman TV,1
1200,Oman TV Sport,1
1300,Oman TV Mubashir,1
1400,Oman TV Cultural,1
1500,[test card],1
1600,[test card],1
1700,Radio Oman,2
1800,Al-Shabab,2
1900,Radio Oman FM,2
2000,Oman Classic Radio,2
2100,Holy Quran Radio,2
2200,Sawt Oman 1,2
